91.842,0.15828,0.16768,166,0.20534,0.11869,0.18979,0.62537,5089.3,817.44,1746.6,0.46803,7976.1,5414,13582,19116,0.7105,36004,0
80.989,0.1106,0.14458,114,0.22883,0.10235,0.11827,0.86539,3755.5,1180.5,1598,0.73873,6843.2,4679.4,12922,19443,0.66465,30707,0
152.49,0.37288,0.40279,296,0.2457,0.28516,0.44358,0.64286,86471,4636.9,29695,0.15615,1.31E+05,18250,47823,85878,0.55687,1.39E+05,0
89.748,0.30013,0.32931,229,0.23981,0.23313,0.35469,0.65729,19625,6805.3,8300.1,0.81991,35001,3911.7,28587,45506,0.62821,65794,0
76.442,0.20121,0.20465,165,0.29069,0.14492,0.24489,0.59177,73.15,15.7,20.645,0.76049,117.77,881.82,1623.4,2308.4,0.70328,4476.2,0
77.037,0.083635,0.053997,142,0.25,0.038229,0.11193,0.34155,186.29,89.428,251.47,0.35562,658.6,2159.6,1965.9,2412,0.81506,5896.9,0
85.005,0.141,0.18489,208,0.19084,0.13086,0.15045,0.86982,901.24,297.31,225.53,1.3183,1712.9,3589.5,7906.9,5159.5,1.5325,13817,1
96.778,0.074488,0.078229,45,0.17793,0.055365,0.089619,0.61779,372.26,493.09,834.77,0.5907,1889,5026,2510.6,2163.6,1.1604,8344.4,0
79.101,0.076234,0.068205,147,0.23923,0.048276,0.096398,0.5008,127.83,107.98,147.21,0.73356,405.95,473.14,3013,2400.4,1.2552,5600.6,0
110.2,0.15292,0.10452,121,0.22472,0.073989,0.20321,0.36411,30.432,6.8848,19.788,0.34793,69.362,749.34,1033.9,901.88,1.1464,2394.9,1
128.27,0.22421,0.21144,255,0.14859,0.14962,0.27957,0.5352,757.39,293.75,177.64,1.6537,1287.1,2742.5,8135.7,5366.5,1.516,12057,1
124.55,0.21486,0.20819,241,0.14992,0.14732,0.26575,0.55435,6889.6,3501.9,3872.6,0.90428,15324,12525,22972,16122,1.4249,39296,1
124.77,0.19093,0.15357,163,0.18416,0.10869,0.24718,0.43973,11362,9184.7,13590,0.67585,44010,21479,11704,26375,0.44376,55232,0
84.899,0.25254,0.35165,173,0.26809,0.24899,0.25603,0.97248,96.622,20.02,24.177,0.82806,152.74,133.64,1026.9,3283.6,0.31274,4370.4,0
88.043,0.38081,0.46159,145,0.15699,0.32665,0.42818,0.76289,607.39,405.65,210.32,1.9287,1274.2,5277.5,5906.1,2170.1,2.7216,10306,1
119.23,0.23943,0.31865,251,0.19342,0.22554,0.25256,0.89302,39915,5388,23484,0.22944,71040,15425,39686,49532,0.80122,93971,0
93.672,0.11638,0.13409,56,0.21598,0.094917,0.13446,0.70588,50.896,10.722,9.096,1.1788,75.229,597.53,2008.4,1366.3,1.4699,3173.7,1
95.506,0.070465,0.061062,135,0.19881,0.04322,0.089792,0.48134,138.55,103.14,190.09,0.54257,457.92,1948.5,1680.2,2895.8,0.58023,5922.7,0
96.265,0.083569,0.083158,213,0.14706,0.058844,0.10249,0.57412,166.49,123.58,191.99,0.64368,513.04,2670.8,2455.5,1988.4,1.2349,6263.4,1
113.14,0.13818,0.16325,180,0.19417,0.11554,0.1576,0.73314,443.78,132.88,143.65,0.92505,736.91,1136.1,2253.5,6500.9,0.34664,10993,1
102.03,0.055808,0.053444,74,0.17482,0.037823,0.069271,0.54602,47.358,10.639,16.03,0.66369,76.403,704.63,1503.1,1418,1.06,3015.8,0
95.596,0.16345,0.1389,151,0.23753,0.098335,0.20919,0.47007,613.11,135.29,465.8,0.29045,1241.4,2475.3,5156.2,5200.1,0.99156,11804,0
92.084,0.098733,0.077326,117,0.16556,0.054723,0.12846,0.42599,66.192,31.341,107.22,0.2923,253.28,1601.7,1233.9,1151.8,1.0713,3799.9,0
125.15,0.14061,0.12418,120,0.19305,0.087892,0.17837,0.49275,4968.3,2386.7,2037.4,1.1715,10159,12265,14173,14113,1.0043,35409,1
75.704,0.080282,0.092693,104,0.23529,0.065609,0.09266,0.70805,65.215,32.707,109.12,0.29973,246.18,1422.9,1351,1250,1.0808,3584.6,0
85.376,0.026408,0.015486,8,0.21978,0.010962,0.035701,0.30706,2.4917,1.0633,1.7172,0.61924,5.2744,184.03,440,162.47,2.7082,669.23,0
271.02,0.28501,0.28425,303,0.1269,0.20112,0.34929,0.5758,5.844,2.9364,3.7245,0.78842,12.455,374.68,701.41,212.96,3.2937,1038,1
103.82,0.29923,0.36187,138,0.33783,0.25631,0.33673,0.76119,6.1652,2.2903,2.9069,0.78791,13.925,340.36,466.77,524.07,0.89068,1138.4,1
90.207,0.12871,0.091016,50,0.25906,0.064428,0.17023,0.37846,5.2901,2.3679,4.3996,0.53822,14.513,387.33,415.55,316.69,1.3122,1053.9,0
51.315,0.54303,0.78779,107,0.45247,0.55827,0.52735,1.0586,1.90E+05,78323,52719,1.4857,3.95E+05,68594,1.14E+05,57871,1.971,1.84E+05,1
58.244,0.16628,0.18357,113,0.28011,0.12998,0.19596,0.66333,92.073,141.37,172.36,0.82022,421.6,2714.1,1571.9,512.16,3.0691,3767.5,0
63.45,0.20677,0.23691,149,0.25641,0.16773,0.23953,0.70025,3851.9,3814.9,5751.1,0.66333,13732,15171,11585,6610.2,1.7526,27017,0
69.381,0.24528,0.28799,119,0.28248,0.20392,0.2806,0.72672,2755.1,5363.9,9104,0.58919,19372,15793,4986.9,1065.9,4.6784,18792,1
331.02,0.23324,0.18026,424,0.10965,0.12753,0.30419,0.41924,1438.2,1362.4,1305.1,1.044,4724.6,7391.5,11605,5642.8,2.0566,17639,1
